catch_id,caught_at,user_id,user_name,area_id,area_name,fish_id,fish_name,size,lure,temperature,wind_direction,wind_speed,pressure,tide_level,tide_name,month_age,weather
4619229,2023-05-22 20:17:00+09:00,696597,釣りバカボン,1148,水の広場公園,2,シーバス,53.0,エリア10,23.0,南南東,4.2,1003,175.3,中潮,2.5,小雨
4619280,2023-05-22 19:31:00+09:00,975099,ルビコン,1148,水の広場公園,2,シーバス,57.0,,23.0,南南東,5.0,1002,178.6,中潮,2.5,小雨
4613800,2023-05-21 19:50:00+09:00,745913,ただ巻き,1148,水の広場公園,185,クロダイ,,,22.0,南,5.3,1006,184.2,大潮,1.5,晴れ
4613292,2023-05-21 18:00:00+09:00,399853,もりたん,1148,水の広場公園,185,クロダイ,,ミジ貝,22.0,南,5.3,1006,182.2,大潮,1.5,晴れ
4614007,2023-05-21 15:00:00+09:00,743558,アングラー3831375,1148,水の広場公園,570,アカエイ,50.0,,25.0,南,6.7,1006,90.0,大潮,1.5,快晴
4613259,2023-05-21 13:27:00+09:00,399853,もりたん,1150,有明西ふ頭公園,185,クロダイ,,ミジ貝,24.0,南南西,2.8,1008,16.2,大潮,1.5,晴れ
4609421,2023-05-21 07:43:00+09:00,399853,もりたん,1150,有明西ふ頭公園,185,クロダイ,,ミジ貝,18.0,東北東,1.7,1010,152.4,大潮,1.5,曇り
4609411,2023-05-21 06:35:00+09:00,399853,もりたん,1148,水の広場公園,185,クロダイ,,ミジ貝,18.0,東北東,1.7,1010,179.3,大潮,1.5,曇り
4609402,2023-05-21 06:05:00+09:00,399853,もりたん,1148,水の広場公園,185,クロダイ,,ミジ貝,18.0,東北東,1.7,1010,179.3,大潮,1.5,曇り
4609096,2023-05-21 01:34:00+09:00,883547,OJ0702,1148,水の広場公園,2,シーバス,50.0,ノガレ120f - チャート,17.0,東北東,3.6,1011,116.9,大潮,1.5,晴れ
4617848,2023-05-18 21:26:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,969,チヌ,43.0,ワンダージョイント58 - バチパラオレピン,25.0,南,8.6,1013,99.6,大潮,27.9,曇り
4596730,2023-05-18 04:58:00+09:00,835354,40年ぶりのヘチ釣り,1150,有明西ふ頭公園,185,クロダイ,32.0,カニ,21.0,北北西,1.1,1015,181.8,大潮,27.9,快晴
4592020,2023-05-16 22:21:00+09:00,707009,勇輝　,1148,水の広場公園,2,シーバス,40.0,レクター111F - ゴールデンマンゴー,20.0,南,5.0,1014,78.7,中潮,25.9,快晴
4590948,2023-05-16 15:31:00+09:00,605555,ショウジン,1148,水の広場公園,185,クロダイ,43.0,ミジ,24.0,南,4.7,1011,166.3,中潮,25.9,快晴
4590915,2023-05-16 14:19:00+09:00,605555,ショウジン,1150,有明西ふ頭公園,185,クロダイ,46.0,ミジ団子,25.0,北北西,1.1,1011,153.0,中潮,25.9,快晴
4590793,2023-05-16 13:58:00+09:00,605555,ショウジン,1150,有明西ふ頭公園,185,クロダイ,50.0,ミジ団子,25.0,北北西,1.1,1011,130.8,中潮,25.9,快晴
4590755,2023-05-16 13:40:00+09:00,605555,ショウジン,1150,有明西ふ頭公園,185,クロダイ,39.0,ミジ団子,25.0,北北西,1.1,1011,130.8,中潮,25.9,快晴
4590726,2023-05-16 13:00:00+09:00,605555,ショウジン,1150,有明西ふ頭公園,975,キビレ,43.0,ミジ団子,25.0,北北西,1.1,1011,130.8,中潮,25.9,快晴
4592670,2023-05-16 10:12:00+09:00,939911,アングラータカシ,1148,水の広場公園,185,クロダイ,49.5,,18.0,北,1.9,1012,67.0,中潮,25.9,快晴
4589213,2023-05-16 02:41:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,50.0,マニックスロー135 - マットブラックPBⅡ,16.0,北,3.3,1011,169.0,中潮,25.9,晴れ
4582446,2023-05-14 10:31:00+09:00,557199,ショーケン,1148,水の広場公園,2,シーバス,50.0,シャッドラップ - パーチ,19.0,南南東,6.7,1018,124.2,長潮,23.9,小雨
4579915,2023-05-13 19:43:00+09:00,445441,ハゼマン,1148,水の広場公園,2,シーバス,54.0,IP10,18.0,南,5.6,1019,61.3,小潮,22.9,小雨
4577930,2023-05-13 09:58:00+09:00,605555,ショウジン,1150,有明西ふ頭公園,969,チヌ,,ミジ団子,18.0,南,4.2,1021,136.1,小潮,22.9,小雨
4577884,2023-05-13 09:34:00+09:00,605555,ショウジン,1150,有明西ふ頭公園,969,チヌ,43.0,ミジ団子,18.0,南,4.2,1021,136.1,小潮,22.9,小雨
4576731,2023-05-13 02:10:00+09:00,883547,OJ0702,1148,水の広場公園,2,シーバス,45.0,ノガレ120f - チャート,17.0,南,4.4,1021,145.8,小潮,22.9,霧
4577309,2023-05-12 23:03:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,46.0,feel100 - マットピンク,17.0,南南東,5.6,1022,149.7,小潮,21.9,小雨
4577320,2023-05-12 22:28:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,969,チヌ,44.0,マニックスロー95 - 赤虫レインボー,18.0,南南東,5.6,1022,138.2,小潮,21.9,曇り
4577315,2023-05-12 22:20:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,969,チヌ,43.0,マニックスロー95 - 赤虫レインボー,18.0,南南東,5.6,1022,138.2,小潮,21.9,曇り
4575102,2023-05-12 20:05:00+09:00,695543,ぱぱす🌝,1148,水の広場公園,2,シーバス,45.0,アルカリシャッド - アカキン,19.0,南南東,6.1,1020,98.1,小潮,21.9,曇り
4577591,2023-05-12 01:03:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,57.0,マニックスロー95 - マットブラックPBⅡ,14.0,西,0.6,1021,142.4,小潮,21.9,霧
4577584,2023-05-11 22:59:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,40.0,feel100 - マットピンク,14.0,東北東,4.7,1020,153.4,小潮,20.9,小雨
4577580,2023-05-11 22:34:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,35.0,ハイドロアッパー55s - パールレッドベリー,14.0,東北東,4.7,1020,153.4,小潮,20.9,小雨
4577555,2023-05-11 22:12:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー135 - マットブラックPBⅡ,14.0,東北東,4.7,1020,153.4,小潮,20.9,小雨
4572393,2023-05-11 22:00:00+09:00,757087,Kオヤジ,1148,水の広場公園,2,シーバス,55.0,マニック95,13.0,東,1.7,1021,153.4,小潮,20.9,雨
4577547,2023-05-11 22:00:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,60.0,マニックスロー95 - マットブラックPBⅡ,14.0,東北東,4.7,1020,153.4,小潮,20.9,小雨
4577543,2023-05-11 21:53:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,48.0,マニックスロー95 - マットブラックPBⅡ,14.0,東北東,5.6,1019,143.6,小潮,20.9,小雨
4577532,2023-05-11 21:48:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,60.0,マニックスロー95 - マットブラックPBⅡ,14.0,東北東,6.1,1019,143.6,小潮,20.9,小雨
4577527,2023-05-11 21:36:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,50.0,マニックスロー95 - マットブラックPBⅡ,14.0,東北東,6.1,1019,143.6,小潮,20.9,小雨
4577517,2023-05-11 21:28:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,53.0,マニックスロー95 - マットブラックPBⅡ,14.0,東北東,5.6,1019,143.6,小潮,20.9,小雨
4577503,2023-05-11 21:18:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,30.0,マニックスロー95 - マットブラックPBⅡ,14.0,東北東,5.6,1019,143.6,小潮,20.9,小雨
4577461,2023-05-11 20:04:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,45.0,feel100 - マットピンク,15.0,東北東,5.0,1019,125.4,小潮,20.9,雨
4577459,2023-05-11 19:55:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,25.0,feel100 - マットピンク,17.0,東,2.8,1018,101.2,小潮,20.9,小雨
4569636,2023-05-10 23:57:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,50.0,マニックスロー95 - マット赤イソメ,18.0,南東,3.9,1017,152.3,中潮,19.9,快晴
4569632,2023-05-10 23:55:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,30.0,,18.0,南東,3.9,1017,152.3,中潮,19.9,快晴
4569624,2023-05-10 23:53:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,45.0,マニックスロー95 - マットブラックPBⅡ,18.0,南東,3.9,1017,152.3,中潮,19.9,快晴
4569620,2023-05-10 23:51:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー95 - マットブラックPBⅡ,23.0,南南東,6.4,1014,152.1,中潮,19.9,快晴
4569613,2023-05-10 23:50:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー135 - マットブラックPBⅡ,25.0,南南東,6.1,1013,131.6,中潮,19.9,快晴
4569059,2023-05-10 22:09:00+09:00,448249,ロミオ🔰,1148,水の広場公園,2,シーバス,47.0,バチX 130F(kotaro9謹製) - リアルバチチャート,18.0,南南東,5.6,1016,160.8,中潮,19.9,快晴
4568988,2023-05-10 20:40:00+09:00,883054,シャ,1148,水の広場公園,2,シーバス,59.0,ノガレ120F,23.0,南南東,6.4,1014,152.1,中潮,19.9,快晴
4568666,2023-05-10 19:58:00+09:00,708656,のふふぉ,1148,水の広場公園,793,フッコ（マルスズキ）,30.0,,20.0,南,5.8,1014,131.6,中潮,19.9,快晴
4569069,2023-05-10 18:03:00+09:00,468471,ゴーゴー@隅田川旧江戸川,1148,水の広場公園,23,アイナメ,20.0,IP-13アイアンプレート - イワシゴールド,20.0,南,5.8,1014,103.4,中潮,19.9,快晴
4573381,2023-05-09 21:49:00+09:00,883547,OJ0702,1148,水の広場公園,2,シーバス,65.0,マニック95 - チャート,19.0,東,5.0,1016,170.3,中潮,18.9,快晴
4565670,2023-05-09 21:26:00+09:00,707009,勇輝　,1148,水の広場公園,2,シーバス,50.0,マニック115 - キャスティングオリカラ,19.0,東,5.0,1016,170.3,中潮,18.9,快晴
4565845,2023-05-09 21:16:00+09:00,708697,ハルミ,1148,水の広場公園,2,シーバス,60.0,マニック95,15.0,東北東,4.7,1016,170.3,中潮,18.9,快晴
4565625,2023-05-09 20:54:00+09:00,883054,シャ,1148,水の広場公園,2,シーバス,50.0,ノガレ120F,18.0,東北東,5.8,1015,172.0,中潮,18.9,快晴
4565384,2023-05-09 20:49:00+09:00,1044774,江東太郎,1148,水の広場公園,2,シーバス,37.0,feel120FG - ブラックピンク,18.0,東北東,5.8,1015,172.0,中潮,18.9,快晴
4565713,2023-05-09 19:16:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー95 - マットブラックPBⅡ,19.0,東,5.6,1015,160.3,中潮,18.9,快晴
4619161,2023-05-09 07:21:00+09:00,696597,釣りバカボン,1148,水の広場公園,2,シーバス,,エリア10,13.0,東北東,3.9,1014,103.7,中潮,18.9,曇り
4563795,2023-05-09 03:26:00+09:00,440557,寿司太郎,1148,水の広場公園,2,シーバス,30.0,ブレス60ss,12.0,東北東,4.2,1015,132.5,中潮,18.9,晴れ
4563249,2023-05-08 21:48:00+09:00,883054,シャ,1148,水の広場公園,2,シーバス,60.0,エリア10,14.0,北東,4.2,1011,167.4,中潮,17.9,快晴
4562809,2023-05-08 21:10:00+09:00,428326,Ted412,1148,水の広場公園,2,シーバス,55.0,マニックスロー95 - ベイホワイト,14.0,北東,2.8,1014,168.0,中潮,17.9,快晴
4573371,2023-05-08 21:02:00+09:00,883547,OJ0702,1148,水の広場公園,2,シーバス,60.0,ノガレ120f - ライムチャート,14.0,東北東,3.3,1011,167.4,中潮,17.9,快晴
4562890,2023-05-08 19:13:00+09:00,708697,ハルミ,1148,水の広場公園,2,シーバス,55.0,エリア10,14.0,東北東,4.7,1010,180.9,中潮,17.9,晴れ
4556586,2023-05-06 15:38:00+09:00,399853,もりたん,1150,有明西ふ頭公園,185,クロダイ,,イガイ,26.0,南南西,15.3,1004,117.5,大潮,15.9,晴れ
4550823,2023-05-05 18:13:00+09:00,399853,もりたん,1148,水の広場公園,975,キビレ,,ワーム,24.0,南南西,11.9,1012,186.2,大潮,14.9,快晴
4550808,2023-05-05 15:36:00+09:00,399853,もりたん,1148,水の広場公園,975,キビレ,,ワーム,24.0,南南西,11.9,1012,143.8,大潮,14.9,晴れ
4552057,2023-05-05 12:00:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,52.0,feel120HSR - ブラックピンク,21.0,南南西,12.2,1011,83.1,大潮,14.9,曇り
4546110,2023-05-05 04:01:00+09:00,1044774,江東太郎,1148,水の広場公園,2,シーバス,25.0,feel120FG - ブラックピンク,18.0,南南西,4.2,1016,184.5,大潮,14.9,快晴
4543750,2023-05-04 19:24:00+09:00,1050575,はるぼん,1150,有明西ふ頭公園,801,フッコ（ヒラスズキ）,20.0,,24.0,南,6.9,1017,143.1,大潮,13.9,快晴
4543375,2023-05-04 17:17:00+09:00,623637,泳がせはロマン,1150,有明西ふ頭公園,793,フッコ（マルスズキ）,46.0,,25.0,南,7.2,1018,182.8,大潮,13.9,快晴
4539317,2023-05-04 04:03:00+09:00,421673,ARG,1148,水の広場公園,2,シーバス,30.0,アルデンテ75,18.0,西南西,2.5,1022,179.4,大潮,13.9,快晴
4539308,2023-05-04 02:39:00+09:00,421673,ARG,1148,水の広場公園,2,シーバス,55.0,マニック115,18.0,南南西,3.9,1023,153.1,大潮,13.9,快晴
4533815,2023-05-03 02:40:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,52.0,ミドルアッパーJr. - 銀粉グローチャート,16.0,南東,3.3,1026,157.5,大潮,12.9,快晴
4533795,2023-05-02 23:52:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,28.0,マニックスロー95 - 赤虫レインボー,17.0,東北東,4.2,1024,78.8,中潮,11.9,快晴
4531761,2023-05-02 19:06:00+09:00,707009,勇輝　,1148,水の広場公園,2,シーバス,40.0,アルカリシャッド75,23.0,北西,3.1,1021,93.2,中潮,11.9,快晴
4529096,2023-05-02 04:10:00+09:00,440557,寿司太郎,1148,水の広場公園,2,シーバス,40.0,ブレス60ss,15.0,北北西,4.4,1017,159.9,中潮,11.9,快晴
4529102,2023-05-02 03:55:00+09:00,440557,寿司太郎,1148,水の広場公園,2,シーバス,35.0,ブレス60ss,15.0,北北西,4.4,1017,164.5,中潮,11.9,快晴
4527995,2023-05-01 19:36:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー135 - マットブラックPBⅡ,19.0,南,3.6,1011,75.5,中潮,10.9,快晴
4526992,2023-05-01 19:08:00+09:00,883054,シャ,1148,水の広場公園,2,シーバス,60.0,エリア10,19.0,南,5.3,1011,75.5,中潮,10.9,快晴
4525467,2023-05-01 16:22:00+09:00,605555,ショウジン,1148,水の広場公園,969,チヌ,45.0,イガイ団子,20.0,南南東,3.6,1011,140.9,中潮,10.9,晴れ
4524462,2023-04-30 23:59:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,53.0,マニック95 - レッドゼブラグロー,19.0,南南西,9.7,1008,142.9,若潮,9.9,晴れ
4524449,2023-04-30 23:50:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,50.0,マニックスロー95 - マットブラックPBⅡ,21.0,北東,1.7,1006,106.4,若潮,9.9,小雨
4522850,2023-04-30 22:22:00+09:00,757087,Kオヤジ,1148,水の広場公園,2,シーバス,46.0,マニック95,17.0,北東,4.7,1007,85.6,若潮,9.9,小雨
4524445,2023-04-30 22:21:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,53.0,マニックスロー95 - マット赤イソメ,21.0,北東,1.7,1006,85.6,若潮,9.9,小雨
4524432,2023-04-30 20:59:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,65.0,マニックスロー95 - マットブラックPBⅡ,24.0,南南西,6.1,1004,62.5,若潮,9.9,小雨
4524412,2023-04-30 20:39:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー95 - 赤虫レインボー,24.0,南南西,6.1,1004,62.5,若潮,9.9,小雨
4518657,2023-04-29 20:06:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,35.0,マニックスロー95 - マット赤イソメ,22.0,南,11.1,1011,71.9,長潮,8.9,快晴
4529650,2023-04-29 12:41:00+09:00,611927,のりくろ,1150,有明西ふ頭公園,793,フッコ（マルスズキ）,48.0,,23.0,南,9.4,1015,120.3,長潮,8.9,快晴
4529646,2023-04-29 07:41:00+09:00,611927,のりくろ,1150,有明西ふ頭公園,793,フッコ（マルスズキ）,45.0,,17.0,南南西,6.1,1018,118.6,長潮,8.9,快晴
4529641,2023-04-29 07:29:00+09:00,611927,のりくろ,1150,有明西ふ頭公園,793,フッコ（マルスズキ）,50.0,,17.0,南南西,6.1,1018,118.6,長潮,8.9,快晴
4514180,2023-04-28 22:00:00+09:00,1044774,江東太郎,1148,水の広場公園,2,シーバス,60.0,エリア10,19.0,南南西,8.3,1020,117.9,小潮,7.9,快晴
4511575,2023-04-28 08:21:00+09:00,605555,ショウジン,1150,有明西ふ頭公園,969,チヌ,47.0,イガイ団子,16.0,南西,1.9,1023,139.4,小潮,7.9,快晴
4510896,2023-04-27 21:48:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,50.0,マニックスロー135 - マットブラックPBⅡ,17.0,南,8.1,1023,122.1,小潮,6.9,快晴
4510118,2023-04-27 21:42:00+09:00,708656,のふふぉ,1148,水の広場公園,793,フッコ（マルスズキ）,,,17.0,南,6.7,1024,122.1,小潮,6.9,快晴
4509504,2023-04-27 19:22:00+09:00,999208,アングラーturbo,1148,水の広場公園,2,シーバス,65.0,,21.0,南,7.5,1022,90.4,小潮,6.9,快晴
4510892,2023-04-27 18:56:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,30.0,マニックスロー95 - 赤虫レインボー,21.0,南南西,7.5,1022,74.1,小潮,6.9,快晴
4508111,2023-04-26 22:38:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー95 - マット赤イソメ,15.0,北北西,7.8,1004,141.1,小潮,5.9,晴れ
4508109,2023-04-26 20:41:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー95 - マット赤イソメ,16.0,北西,5.0,1001,128.8,小潮,5.9,小雨
4508106,2023-04-26 18:58:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,62.0,マニックスロー95 - マットブラックPBⅡ,16.0,北西,5.0,1001,89.3,小潮,5.9,小雨
4507150,2023-04-26 00:01:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,51.0,マニックスロー135 - マットブラックPBⅡ,16.0,南南東,5.6,1019,124.2,小潮,5.9,小雨
4507149,2023-04-25 23:40:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,65.0,マニックスロー115 - 焔レッド,15.0,南南東,6.9,1022,135.3,中潮,4.9,小雨
4507148,2023-04-25 23:30:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,56.0,マニックスロー115 - 焔レッド,15.0,南南東,6.9,1022,135.3,中潮,4.9,小雨
4507146,2023-04-25 23:08:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,65.0,マニック95 - レッドゼブラグロー,15.0,南南東,6.9,1022,135.3,中潮,4.9,小雨
4507140,2023-04-25 22:48:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,58.0,アルデンテ70s - レッドパプリカ,15.0,南南東,6.9,1022,146.1,中潮,4.9,小雨
4507136,2023-04-25 22:23:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,45.0,マニックスロー95 - 赤虫レインボー,15.0,南南東,6.9,1022,146.1,中潮,4.9,小雨
4507032,2023-04-25 22:10:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,75.0,マニックスロー95 - マットブラックPBⅡ,15.0,南南東,6.9,1022,146.1,中潮,4.9,小雨
4507002,2023-04-25 21:48:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,69.0,マニック95 - 江戸前パール,15.0,南南東,6.9,1022,152.1,中潮,4.9,小雨
4506998,2023-04-25 21:17:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,969,チヌ,43.0,エリテン - オーロラピンク,15.0,南南東,6.9,1022,152.1,中潮,4.9,小雨
4506995,2023-04-25 21:09:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,43.0,エリテン - オーロラピンク,15.0,南南東,6.9,1022,152.1,中潮,4.9,小雨
4506991,2023-04-25 20:54:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,65.0,エリテン - オーロラピンク,16.0,南,5.0,1022,148.8,中潮,4.9,小雨
4506945,2023-04-25 20:12:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,50.0,エリテン - 浅草釣具オリジナル,15.0,南,4.4,1022,148.8,中潮,4.9,小雨
4506814,2023-04-25 19:42:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,43.0,feel120 - クリアパープル,16.0,南,5.0,1022,134.5,中潮,4.9,小雨
4506812,2023-04-25 19:08:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー95 - マットブラックPBⅡ,16.0,南,5.0,1022,134.5,中潮,4.9,小雨
4506808,2023-04-25 19:03:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,60.0,マニックスロー95 - マットブラックPBⅡ,15.0,南,4.4,1022,134.5,中潮,4.9,小雨
4504104,2023-04-24 23:05:00+09:00,425515,🎣せさめ🎣,1148,水の広場公園,2,シーバス,43.0,ノガレ120F - 銀粉トワイライト,14.0,南,4.2,1024,128.3,中潮,3.9,小雨
4504101,2023-04-24 22:59:00+09:00,425515,🎣せさめ🎣,1148,水の広場公園,2,シーバス,30.0,ノガレ120F - 銀粉トワイライト,15.0,南南西,3.6,1024,145.1,中潮,3.9,小雨
4504080,2023-04-24 22:50:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,53.0,マニックスロー95 - マット赤イソメ,14.0,南,4.2,1024,145.1,中潮,3.9,小雨
4504082,2023-04-24 22:04:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,28,ボラ,50.0,コルセア50 - マットピンク,14.0,南,4.2,1024,145.1,中潮,3.9,小雨
4504100,2023-04-24 22:00:00+09:00,425515,🎣せさめ🎣,1148,水の広場公園,2,シーバス,23.0,ノガレ120F - 銀粉メスバチピンク,13.0,北,3.1,1024,88.1,中潮,3.9,小雨
4504095,2023-04-24 21:38:00+09:00,425515,🎣せさめ🎣,1148,水の広場公園,2,シーバス,26.0,ノガレ120F - 銀粉メスバチピンク,15.0,南南西,3.6,1024,159.3,中潮,3.9,小雨
4504079,2023-04-24 21:22:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,52.0,ガレッタ65 - オレキン,14.0,南,4.2,1024,159.3,中潮,3.9,小雨
4504073,2023-04-24 20:35:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,50.0,マニックスロー95 - マット赤イソメ,16.0,南南西,6.7,1022,164.8,中潮,3.9,曇り
4504066,2023-04-24 20:22:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,60.0,マニックスロー95 - 赤虫レインボー,16.0,南南西,6.7,1022,164.8,中潮,3.9,曇り
4504063,2023-04-24 19:31:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,55.0,マニックスロー95 - マットブラックPBⅡ,16.0,南南西,6.7,1022,157.3,中潮,3.9,曇り
4504059,2023-04-24 19:21:00+09:00,356539,Rock Book@釣り垢,1148,水の広場公園,2,シーバス,60.0,マニックスロー95 - マットブラックPBⅡ,16.0,南南西,6.7,1022,157.3,中潮,3.9,曇り
4496219,2023-04-22 22:18:00+09:00,703059,Takさん釣りたいな,1148,水の広場公園,969,チヌ,57.0,エリアテン - オーロラピンク,16.0,西南西,4.2,1018,121.8,中潮,1.9,快晴
4494059,2023-04-22 21:12:00+09:00,799749,てての,1148,水の広場公園,2,シーバス,46.0,,15.0,南南東,4.2,1018,149.3,中潮,1.9,快晴
4496295,2023-04-22 20:55:00+09:00,703059,Takさん釣りたいな,1148,水の広場公園,2,シーバス,50.0,,20.0,南西,6.4,1015,174.8,中潮,1.9,快晴
4539927,2023-04-22 20:46:00+09:00,883547,OJ0702,1148,水の広場公園,2,シーバス,25.0,マニック75,20.0,南西,6.4,1015,173.2,中潮,1.9,快晴
4494581,2023-04-22 20:26:00+09:00,428326,Ted412,1148,水の広場公園,2,シーバス,40.0,アルデンテ95S - bay night fever,20.0,南西,6.4,1015,173.0,中潮,1.9,快晴
4494539,2023-04-22 20:14:00+09:00,707009,勇輝　,1148,水の広場公園,2,シーバス,55.0,ヒソカ120F - マットバチピンク,15.0,南南東,5.3,1015,173.2,中潮,1.9,快晴
